title_english,status,episodes,rating,rank,popularity,favorites,score,genres,themes,scored_by_members,is_ongoing,genre_list,action,adventure,avant garde,award winning,boys love,comedy,drama,ecchi,erotica,fantasy,girls love,gourmet,hentai,horror,mystery,romance,sci-fi,slice of life,sports,supernatural,suspense,unknown
unknown ,Finished Airing,3.0,Rx - Hentai,4908.575358996018,5729,73,7.19,hentai,unknown,11151.5,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Warlords of Sigrdrifa,Finished Airing,12.0,PG-13 - Teens 13 or older,7561.0,3456,73,6.45,action,Military,31983.5,0,['action'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bible Black Origins,Finished Airing,2.0,Rx - Hentai,4908.575358996018,4542,73,6.66,"supernatural, hentai",unknown,21471.0,0,"['supernatural', 'hentai']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,8.0,Rx - Hentai,4908.575358996018,6495,73,6.63,hentai,Harem,8043.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,1040.0,5585,73,7.81,"comedy, girls love","CGDCT, School",10592.5,0,"['comedy', 'girls love']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,50.0,PG - Children,3545.0,6148,73,7.18,slice of life,"Idols (Female), Music, School",8757.5,0,['slice of life'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobile Suit Gundam: The Witch from Mercury - Prologue,Finished Airing,1.0,R - 17+ (violence & profanity),906.0,3306,73,7.87,"action, sci-fi","Mecha, Space",43773.0,0,"['action', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cipher,Finished Airing,1.0,PG-13 - Teens 13 or older,13934.0,6168,73,4.54,"avant garde, drama","Music, Showbiz",9701.5,0,"['avant garde', 'drama']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Freedom,Finished Airing,7.0,PG-13 - Teens 13 or older,2621.0,4746,73,7.35,"action, adventure, sci-fi","Racing, Space",16945.0,0,"['action', 'adventure', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dirty Laundry,Finished Airing,2.0,Rx - Hentai,4908.575358996018,6419,73,6.97,hentai,unknown,8416.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pokémon 4Ever,Finished Airing,1.0,PG - Children,4883.0,1591,73,6.91,"adventure, comedy, drama, fantasy",unknown,132143.0,0,"['adventure', 'comedy', 'drama', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Blue Legend Shoot!,Finished Airing,58.0,PG-13 - Teens 13 or older,2498.0,5687,73,7.38,"romance, sports","Love Polygon, School, Team Sports",11634.0,0,"['romance', 'sports']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shadow Star Narutaru,Finished Airing,13.0,R - 17+ (violence & profanity),10286.0,3930,73,5.97,"drama, horror, sci-fi, suspense",unknown,24717.0,0,"['drama', 'horror', 'sci-fi', 'suspense']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,61.0,PG - Children,2221.0,6663,73,7.45,"comedy, fantasy, romance",School,7204.0,0,"['comedy', 'fantasy', 'romance']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guilty Gear Strive: Dual Rulers,Finished Airing,8.0,PG-13 - Teens 13 or older,10418.0,5230,72,5.95,"action, fantasy",unknown,12825.0,0,"['action', 'fantasy']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,3888.0,4713,72,7.12,"sci-fi, sports",Combat Sports,19020.5,0,"['sci-fi', 'sports']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Wizard Barristers,Finished Airing,12.0,PG-13 - Teens 13 or older,9230.0,3053,72,6.17,"action, fantasy","Mecha, Urban Fantasy",42902.5,0,"['action', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Dinner Table Detective,Finished Airing,12.0,PG-13 - Teens 13 or older,7306.0,4719,72,6.49,"comedy, mystery","Adult Cast, Detective",16596.5,0,"['comedy', 'mystery']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa Salaryman,Finished Airing,12.0,PG-13 - Teens 13 or older,6937.0,4549,72,6.55,comedy,"Anthropomorphic, Workplace",19240.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,510.0,3652,72,8.12,"action, comedy, sci-fi","Gag Humor, Historical, Parody, Samurai",31958.0,0,"['action', 'comedy', 'sci-fi']",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,R - 17+ (violence & profanity),6026.0,5336,72,6.7,"action, drama, sci-fi","Mecha, Military",14355.5,0,"['action', 'drama', 'sci-fi']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,Rx - Hentai,4908.575358996018,6120,72,7.16,hentai,unknown,9744.5,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Franz Kafka's A Country Doctor,Finished Airing,1.0,PG-13 - Teens 13 or older,6256.0,4818,72,6.66,"avant garde, award winning, drama","Historical, Psychological",17328.0,0,"['avant garde', 'award winning', 'drama']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,5.0,R - 17+ (violence & profanity),3663.0,5090,72,7.16,"avant garde, fantasy, sci-fi",Music,15124.5,0,"['avant garde', 'fantasy', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unknown ,Finished Airing,26.0,PG-13 - Teens 13 or older,5158.0,5065,72,6.86,"drama, fantasy, mystery, sci-fi",unknown,13168.0,0,"['drama', 'fantasy', 'mystery', 'sci-fi']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,4.0,Rx - Hentai,4908.575358996018,5900,72,6.8,hentai,unknown,10438.0,0,['hentai'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bucky: The Incredible Kid,Finished Airing,26.0,PG-13 - Teens 13 or older,2660.0,5937,72,7.34,"adventure, comedy, fantasy",unknown,10667.5,0,"['adventure', 'comedy', 'fantasy']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Air Gear: Special Trick,Finished Airing,1.0,R+ - Mild Nudity,3162.0,3476,72,7.25,"comedy, sports, ecchi","Delinquents, School",36751.5,0,"['comedy', 'sports', 'ecchi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Stella Women's Academy, High School Division Class C³",Finished Airing,13.0,PG-13 - Teens 13 or older,7067.0,3195,72,6.52,sports,"Military, School",39084.5,0,['sports'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,3032.0,5494,72,7.27,slice of life,"Idols (Male), Music, Performing Arts, School",12374.5,0,['slice of life'],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bible Black Only,Finished Airing,2.0,Rx - Hentai,4908.575358996018,5269,72,6.76,hentai,unknown,14800.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Why the Hell are You Here, Teacher!?: Thirteenth Period",Finished Airing,1.0,R+ - Mild Nudity,5274.0,2854,72,6.84,"comedy, ecchi",School,53214.0,0,"['comedy', 'ecchi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Guilty Crown: Lost Christmas,Finished Airing,1.0,R - 17+ (violence & profanity),5074.0,2251,71,6.87,"action, drama, sci-fi",Super Power,77280.5,0,"['action', 'drama', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Pokémon Concierge,Finished Airing,4.0,PG - Children,1357.0,5788,71,7.69,fantasy,Workplace,12357.0,0,['fantasy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battle Girls: Time Paradox,Finished Airing,13.0,R+ - Mild Nudity,7046.0,3389,71,6.53,"action, comedy, sci-fi","Historical, Samurai, Super Power, Time Travel",34563.5,0,"['action', 'comedy', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stellar Transformation,Finished Airing,12.0,PG-13 - Teens 13 or older,1956.0,7122,71,7.52,"action, adventure, fantasy, romance","Historical, Martial Arts",6534.0,0,"['action', 'adventure', 'fantasy', 'romance']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gatchaman,Finished Airing,105.0,PG-13 - Teens 13 or older,4721.0,6521,71,6.94,"action, adventure, sci-fi",unknown,7750.0,0,"['action', 'adventure', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,13129.0,5374,71,5.25,unknown,"Music, School",11959.0,0,['unknown'],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wataten! An Angel Flew Down to Me: Precious Friends,Finished Airing,1.0,PG-13 - Teens 13 or older,1841.0,4817,71,7.55,comedy,CGDCT,16144.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
unknown ,Finished Airing,2.0,Rx - Hentai,4908.575358996018,5568,71,7.05,hentai,unknown,12407.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"You're Being Summoned, Azazel Z",Finished Airing,13.0,R - 17+ (violence & profanity),1851.0,3727,71,7.54,"comedy, supernatural","Gag Humor, Mythology",32312.5,0,"['comedy', 'supernatural']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost in the Shell: SAC_2045,Finished Airing,12.0,R - 17+ (violence & profanity),6584.0,4090,71,6.61,"action, sci-fi","Adult Cast, Detective, Mecha, Military",23530.0,0,"['action', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost in the Shell: The New Movie,Finished Airing,1.0,R - 17+ (violence & profanity),2334.0,3441,71,7.42,"action, award winning, mystery, sci-fi","Adult Cast, Detective, Mecha, Psychological",33425.5,0,"['action', 'award winning', 'mystery', 'sci-fi']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eternal Boys,Finished Airing,24.0,PG-13 - Teens 13 or older,7033.0,5899,71,6.53,slice of life,"Adult Cast, Idols (Male), Music",8629.0,0,['slice of life'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
unknown ,Finished Airing,20.0,R - 17+ (violence & profanity),1952.0,6504,71,7.51,unknown,"Historical, Strategy Game",7736.5,0,['unknown'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Winter Sonata,Finished Airing,26.0,PG-13 - Teens 13 or older,2902.0,4791,71,7.3,"drama, romance",unknown,15323.5,0,"['drama', 'romance']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Closed Movie 22: Zero the Enforcer,Finished Airing,1.0,PG-13 - Teens 13 or older,953.0,4168,71,7.85,"action, award winning, drama, mystery",Detective,26440.0,0,"['action', 'award winning', 'drama', 'mystery']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Android Kikaider - The Animation,Finished Airing,13.0,PG-13 - Teens 13 or older,4596.0,6622,71,6.97,"action, drama, sci-fi",Mecha,8002.5,0,"['action', 'drama', 'sci-fi']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Princess Principal: Crown Handler - Chapter 1,Finished Airing,1.0,R - 17+ (violence & profanity),1908.0,3620,71,7.53,"action, mystery",Historical,27778.5,0,"['action', 'mystery']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,4.0,PG-13 - Teens 13 or older,5522.0,3898,71,6.79,"action, drama, romance, sci-fi",unknown,28306.5,0,"['action', 'drama', 'romance', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Detective Opera Milky Holmes 2,Finished Airing,12.0,PG-13 - Teens 13 or older,3499.0,5288,71,7.19,"comedy, mystery","Detective, Parody, Super Power",14114.0,0,"['comedy', 'mystery']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
My Life After I Became a Dummy Head Mic One Morning,Finished Airing,12.0,PG-13 - Teens 13 or older,13535.0,4986,71,5.0,slice of life,Reincarnation,15201.5,0,['slice of life'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIX,Finished Airing,24.0,PG-13 - Teens 13 or older,3321.0,4653,71,7.22,"drama, romance, sports","School, Team Sports",18795.5,0,"['drama', 'romance', 'sports']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twin Spica,Finished Airing,20.0,PG-13 - Teens 13 or older,2621.0,6509,71,7.35,"drama, sci-fi, supernatural",School,7936.0,0,"['drama', 'sci-fi', 'supernatural']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
This Boy Can Fight Aliens,Finished Airing,1.0,G - All Ages,5820.0,4586,71,6.73,"action, boys love, fantasy, supernatural",Super Power,20191.0,0,"['action', 'boys love', 'fantasy', 'supernatural']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steel Angel Kurumi,Finished Airing,24.0,R+ - Mild Nudity,5818.0,4670,71,6.73,"action, adventure, comedy, drama, romance","Historical, Mecha, Military",18757.5,0,"['action', 'adventure', 'comedy', 'drama', 'romance']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,R - 17+ (violence & profanity),1633.0,3540,71,7.6,"action, horror, supernatural","Adult Cast, Gore, Military, Vampire",31444.5,0,"['action', 'horror', 'supernatural']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,45.0,PG-13 - Teens 13 or older,3466.0,6470,71,7.19,"drama, romance",Historical,8281.0,0,"['drama', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bastard‼ Heavy Metal, Dark Fantasy Part 2",Finished Airing,11.0,R+ - Mild Nudity,5751.0,4076,71,6.75,"action, adventure, fantasy, ecchi",Gore,25929.0,0,"['action', 'adventure', 'fantasy', 'ecchi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiger Mask,Finished Airing,105.0,PG-13 - Teens 13 or older,3008.0,6463,71,7.28,"drama, sports",Combat Sports,8169.0,0,"['drama', 'sports']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,G - All Ages,2369.0,4050,71,7.41,sports,"Super Power, Team Sports",29067.5,0,['sports'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,8.0,PG-13 - Teens 13 or older,4680.0,2535,71,6.96,"action, comedy, fantasy",Isekai,65208.5,0,"['action', 'comedy', 'fantasy']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,PG-13 - Teens 13 or older,1585.0,2762,71,7.61,"comedy, supernatural","CGDCT, Mythology, School",57326.5,0,"['comedy', 'supernatural']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Seven Deadly Sins: Heroes' Frolic,Finished Airing,1.0,PG-13 - Teens 13 or older,4179.0,2583,71,7.07,"action, adventure, fantasy",unknown,57851.5,0,"['action', 'adventure', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,3.0,PG-13 - Teens 13 or older,3916.0,3765,70,7.11,"action, adventure, fantasy",Video Game,31220.5,0,"['action', 'adventure', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,1235.0,3902,70,7.73,"action, adventure, fantasy, romance","Historical, Mythology, Time Travel",26900.0,0,"['action', 'adventure', 'fantasy', 'romance']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dark Hour Academy: Fertilization Arc,Finished Airing,2.0,Rx - Hentai,4908.575358996018,6209,70,7.07,hentai,unknown,9040.0,0,['hentai'],1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Girl Friend Beta,Finished Airing,12.0,PG-13 - Teens 13 or older,10631.0,3622,70,5.91,slice of life,School,29387.5,0,['slice of life'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League of Nations Air Force Aviation Magic Band Luminous Witches,Finished Airing,12.0,PG-13 - Teens 13 or older,6133.0,4759,70,6.69,sci-fi,"Idols (Female), Military, Music",15801.0,0,['sci-fi'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,PG-13 - Teens 13 or older,3248.0,2527,70,7.24,comedy,"Otaku Culture, School",64457.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ultimate Muscle,Finished Airing,51.0,PG-13 - Teens 13 or older,4800.0,5354,70,6.92,"comedy, sci-fi, sports",Combat Sports,14387.5,0,"['comedy', 'sci-fi', 'sports']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sky of Iriya, Summer of UFO",Finished Airing,6.0,R+ - Mild Nudity,4942.0,4655,70,6.89,"drama, romance, sci-fi",unknown,19212.5,0,"['drama', 'romance', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sengoku Basara - Samurai Kings: The Movie,Finished Airing,1.0,PG-13 - Teens 13 or older,1826.0,4349,70,7.55,"action, fantasy","Historical, Martial Arts, Samurai",22905.5,0,"['action', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,Rx - Hentai,4908.575358996018,7536,70,6.3,hentai,unknown,5637.5,0,['hentai'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hakuoki ~Demon of the Fleeting Blossom~ Warrior Spirit of the Blue Sky,Finished Airing,1.0,PG-13 - Teens 13 or older,1375.0,4870,70,7.68,"action, drama, supernatural","Historical, Samurai",15953.5,0,"['action', 'drama', 'supernatural']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laid-Back Camp Season 2 Specials,Finished Airing,2.0,PG-13 - Teens 13 or older,2105.0,4843,70,7.48,slice of life,CGDCT,16240.0,0,['slice of life'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JINSEI -Life Consulting-,Finished Airing,13.0,PG-13 - Teens 13 or older,7474.0,2767,70,6.46,comedy,School,49760.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terminator Zero,Finished Airing,8.0,R - 17+ (violence & profanity),4010.0,5115,70,7.1,"action, sci-fi",Time Travel,16120.5,0,"['action', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
